,Reference Security,Bid Price,Ask Price,Mid Price,Cpn,Maturity,Common Eqty / Tot Assets,Debt/EBITDA,EBITDA,Earnings Assets / Int Bear Liab,Debt / Common Equity,BCLASS Level 3,TCE Ratio,Interest Coverage Ratio,Risk-Based Cap Ratio,Lev Ratio to TCE,Tier-1 Ratio,Tot Debt / Tot Capital,PD_1y,reprice,Error %,Issuer Name,Tot Cap (Local Crncy),Is Covered,Is Convertible,Guarantee Type,Guarantor Type,Collat Type,Amt Out,OC Nominal Amt,Total Assets,Total Deposits,Total Expenses to Average Earning Assets
410,AR776211 Corp,104.916,105.151,105.0335,1.5,03/22/2026,0.619474,,-0.974,,15930.9,Other Financial,0.619474,-0.00300738,,,,99.3762,0.0136242837024797,105.03350000000002,1.3529830687544452e-14,Vonovia Finance BV,17607.4,False,False,Single,Parent,COMPANY GUARNT,700000000.0,,17730.2,,
411,AR776211 Corp,107.304,107.629,107.4665,1.5,03/22/2026,0.619474,,-0.974,,15930.9,Other Financial,0.619474,-0.00300738,,,,99.3762,0.0059644913338841,107.46649999999998,1.3223520553104461e-14,Vonovia Finance BV,17607.4,False,False,Single,Parent,COMPANY GUARNT,700000000.0,,17730.2,,
412,AR776211 Corp,107.191,107.503,107.347,1.5,03/22/2026,0.619474,,-0.974,,15930.9,Other Financial,0.619474,-0.00300738,,,,99.3762,0.0063353772281685,107.347,0.0,Vonovia Finance BV,17607.4,False,False,Single,Parent,COMPANY GUARNT,700000000.0,,17730.2,,
413,AR776211 Corp,104.908,105.142,105.025,1.5,03/22/2026,0.619474,,-0.974,,15930.9,Other Financial,0.619474,-0.00300738,,,,99.3762,0.013651453340033,105.025,1.3530925698835516e-14,Vonovia Finance BV,17607.4,False,False,Single,Parent,COMPANY GUARNT,700000000.0,,17730.2,,
414,AR776211 Corp,107.173,107.487,107.33,1.5,03/22/2026,0.619474,,-0.974,,15930.9,Other Financial,0.619474,-0.00300738,,,,99.3762,0.0063881830784857,107.33,0.0,Vonovia Finance BV,17607.4,False,False,Single,Parent,COMPANY GUARNT,700000000.0,,17730.2,,
415,AR776211 Corp,107.145,107.453,107.299,1.5,03/22/2026,0.619474,,-0.974,,15930.9,Other Financial,0.619474,-0.00300738,,,,99.3762,0.0064845042546554,107.299,1.3244163240293017e-14,Vonovia Finance BV,17607.4,False,False,Single,Parent,COMPANY GUARNT,700000000.0,,17730.2,,
416,AR776211 Corp,107.139,107.451,107.295,1.5,03/22/2026,0.619474,,-0.974,,15930.9,Other Financial,0.619474,-0.00300738,,,,99.3762,0.0064969354437615,107.295,1.3244656987932342e-14,Vonovia Finance BV,17607.4,False,False,Single,Parent,COMPANY GUARNT,700000000.0,,17730.2,,
417,BK344415 Corp,103.178,103.511,103.3445,0.625,07/09/2026,0.619474,,-0.974,,15930.9,Other Financial,0.619474,-0.00300738,,,,99.3762,0.0052644224300097,103.34449999999995,4.1252862170319673e-14,Vonovia Finance BV,17607.4,False,False,Single,Parent,COMPANY GUARNT,750000000.0,,17730.2,,
418,BK344415 Corp,103.047,103.284,103.1655,0.625,07/09/2026,0.619474,,-0.974,,15930.9,Other Financial,0.619474,-0.00300738,,,,99.3762,0.0058421039627797,103.16549999999998,1.3774813009389772e-14,Vonovia Finance BV,17607.4,False,False,Single,Parent,COMPANY GUARNT,750000000.0,,17730.2,,
419,BK344415 Corp,103.176,103.509,103.3425,0.625,07/09/2026,0.619474,,-0.974,,15930.9,Other Financial,0.619474,-0.00300738,,,,99.3762,0.0052708696596773,103.3425,1.375122018066333e-14,Vonovia Finance BV,17607.4,False,False,Single,Parent,COMPANY GUARNT,750000000.0,,17730.2,,
420,BK344415 Corp,102.948,103.221,103.0845,0.625,07/09/2026,0.619474,,-0.974,,15930.9,Other Financial,0.619474,-0.00300738,,,,99.3762,0.0061039490402078,103.08449999999998,2.757127349931756e-14,Vonovia Finance BV,17607.4,False,False,Single,Parent,COMPANY GUARNT,750000000.0,,17730.2,,
421,BK344415 Corp,102.944,103.222,103.083,0.625,07/09/2026,0.619474,,-0.974,,15930.9,Other Financial,0.619474,-0.00300738,,,,99.3762,0.006108800592208,103.083,1.3785837349710432e-14,Vonovia Finance BV,17607.4,False,False,Single,Parent,COMPANY GUARNT,750000000.0,,17730.2,,
422,BK344415 Corp,103.14,103.467,103.3035,0.625,07/09/2026,0.619474,,-0.974,,15930.9,Other Financial,0.619474,-0.00300738,,,,99.3762,0.0053966236251544,103.3035,1.3756411656141372e-14,Vonovia Finance BV,17607.4,False,False,Single,Parent,COMPANY GUARNT,750000000.0,,17730.2,,
423,BK344415 Corp,102.91,103.189,103.0495,0.625,07/09/2026,0.619474,,-0.974,,15930.9,Other Financial,0.619474,-0.00300738,,,,99.3762,0.0062171762887971,103.0495,0.0,Vonovia Finance BV,17607.4,False,False,Single,Parent,COMPANY GUARNT,750000000.0,,17730.2,,
424,ZP480823 Corp,158.6,159.6,159.1,0.0,02/05/2025,46.2973,1.51768,11229.0,,70.9699,Consumer Cyclical,44.611,22.4816,,,,39.7565,0.0,101.45890098969694,36.22947769346515,ANLLIAN Capital Ltd,42866.0,False,True,Single,Parent,COMPANY GUARNT,1000000000.0,,51867.0,,
425,ZP480823 Corp,158.65,159.65,159.15,0.0,02/05/2025,46.2973,1.51768,11229.0,,70.9699,Consumer Cyclical,44.611,22.4816,,,,39.7565,0.0,101.45890098969694,36.24951241615021,ANLLIAN Capital Ltd,42866.0,False,True,Single,Parent,COMPANY GUARNT,1000000000.0,,51867.0,,
426,QZ645462 Corp,104.767,104.926,104.8465,0.75,09/29/2026,5.88006,,,101.547,351.672,Banking,5.48296,,16.4,5.4,13.2,77.8572,0.0047948699833328,104.8465,1.3553961949327832e-14,Australia & New Zealand Banking Group Ltd,276826.0,False,False,N.A.,N.A.,SR UNSECURED,1000000000.0,,1042290.0,682333.0,
427,QZ645462 Corp,104.704,105.001,104.8525,0.75,09/29/2026,5.88006,,,101.547,351.672,Banking,5.48296,,16.4,5.4,13.2,77.8572,0.0047789522415418,104.8525,0.0,Australia & New Zealand Banking Group Ltd,276826.0,False,False,N.A.,N.A.,SR UNSECURED,1000000000.0,,1042290.0,682333.0,
428,QZ645462 Corp,104.771,104.93,104.8505,0.75,09/29/2026,5.88006,,,101.547,351.672,Banking,5.48296,,16.4,5.4,13.2,77.8572,0.0047842580164469,104.85049999999995,2.710688974340037e-14,Australia & New Zealand Banking Group Ltd,276826.0,False,False,N.A.,N.A.,SR UNSECURED,1000000000.0,,1042290.0,682333.0,
429,QZ645462 Corp,104.758,104.917,104.8375,0.75,09/29/2026,5.88006,,,101.547,351.672,Banking,5.48296,,16.4,5.4,13.2,77.8572,0.0048187489423632,104.8375,0.0,Australia & New Zealand Banking Group Ltd,276826.0,False,False,N.A.,N.A.,SR UNSECURED,1000000000.0,,1042290.0,682333.0,
430,QZ645462 Corp,104.773,105.009,104.891,0.75,09/29/2026,5.88006,,,101.547,351.672,Banking,5.48296,,16.4,5.4,13.2,77.8572,0.0046768431599821,104.89100000000003,2.709642336368612e-14,Australia & New Zealand Banking Group Ltd,276826.0,False,False,N.A.,N.A.,SR UNSECURED,1000000000.0,,1042290.0,682333.0,
431,QZ645462 Corp,104.725,104.883,104.804,0.75,09/29/2026,5.88006,,,101.547,351.672,Banking,5.48296,,16.4,5.4,13.2,77.8572,0.0049076564910524,104.804,0.0,Australia & New Zealand Banking Group Ltd,276826.0,False,False,N.A.,N.A.,SR UNSECURED,1000000000.0,,1042290.0,682333.0,
432,QZ645462 Corp,104.741,104.957,104.849,0.75,09/29/2026,5.88006,,,101.547,351.672,Banking,5.48296,,16.4,5.4,13.2,77.8572,0.0047882374388587,104.849,1.355363877118714e-14,Australia & New Zealand Banking Group Ltd,276826.0,False,False,N.A.,N.A.,SR UNSECURED,1000000000.0,,1042290.0,682333.0,
433,EK261812 Corp,112.9,113.39,113.145,2.875,05/14/2026,10.8831,2.45345,3383.0,,255.365,Insurance,-25.4779,8.32635,,,,71.3543,0.0093087992241039,113.145,1.2559860988291134e-14,Aon PLC,12508.0,False,False,Multiple,Subsidiaries,COMPANY GUARNT,500000000.0,,32114.0,,
434,EK261812 Corp,112.779,113.119,112.949,2.875,05/14/2026,10.8831,2.45345,3383.0,,255.365,Insurance,-25.4779,8.32635,,,,71.3543,0.0098882926443652,112.949,1.2581656070617716e-14,Aon PLC,12508.0,False,False,Multiple,Subsidiaries,COMPANY GUARNT,500000000.0,,32114.0,,
435,EK261812 Corp,112.781,113.121,112.951,2.875,05/14/2026,10.8831,2.45345,3383.0,,255.365,Insurance,-25.4779,8.32635,,,,71.3543,0.0098823728991173,112.951,0.0,Aon PLC,12508.0,False,False,Multiple,Subsidiaries,COMPANY GUARNT,500000000.0,,32114.0,,
436,EK261812 Corp,112.778,113.117,112.9475,2.875,05/14/2026,10.8831,2.45345,3383.0,,255.365,Insurance,-25.4779,8.32635,,,,71.3543,0.0098927325420378,112.9475,0.0,Aon PLC,12508.0,False,False,Multiple,Subsidiaries,COMPANY GUARNT,500000000.0,,32114.0,,
437,EK261812 Corp,112.769,113.108,112.9385,2.875,05/14/2026,10.8831,2.45345,3383.0,,255.365,Insurance,-25.4779,8.32635,,,,71.3543,0.009919373525506,112.9385,0.0,Aon PLC,12508.0,False,False,Multiple,Subsidiaries,COMPANY GUARNT,500000000.0,,32114.0,,
438,EK261812 Corp,112.752,113.092,112.922,2.875,05/14/2026,10.8831,2.45345,3383.0,,255.365,Insurance,-25.4779,8.32635,,,,71.3543,0.0099682224425395,112.92200000000004,1.2584664383558564e-14,Aon PLC,12508.0,False,False,Multiple,Subsidiaries,COMPANY GUARNT,500000000.0,,32114.0,,
439,ZR699643 Corp,100.894,101.797,101.3455,0.5,09/26/2025,63.8955,6.06551,192.913,,52.2946,REITs,63.8951,5.97461,,,,34.3378,0.0097732409544626,101.3455,1.4022186199882583e-14,alstria office REIT-AG,4953.29,False,False,N.A.,N.A.,SR UNSECURED,400000000.0,,5090.25,,
440,ZR699643 Corp,100.895,101.798,101.3465,0.5,09/26/2025,63.8955,6.06551,192.913,,52.2946,REITs,63.8951,5.97461,,,,34.3378,0.0097699390217783,101.34650000000002,1.4022047841022634e-14,alstria office REIT-AG,4953.29,False,False,N.A.,N.A.,SR UNSECURED,400000000.0,,5090.25,,
441,ZR699643 Corp,100.896,101.798,101.347,0.5,09/26/2025,63.8955,6.06551,192.913,,52.2946,REITs,63.8951,5.97461,,,,34.3378,0.0097682880717671,101.347,0.0,alstria office REIT-AG,4953.29,False,False,N.A.,N.A.,SR UNSECURED,400000000.0,,5090.25,,
442,ZR699643 Corp,100.892,101.793,101.3425,0.5,09/26/2025,63.8955,6.06551,192.913,,52.2946,REITs,63.8951,5.97461,,,,34.3378,0.0097831470138189,101.3425,0.0,alstria office REIT-AG,4953.29,False,False,N.A.,N.A.,SR UNSECURED,400000000.0,,5090.25,,
443,ZR699643 Corp,100.886,101.789,101.3375,0.5,09/26/2025,63.8955,6.06551,192.913,,52.2946,REITs,63.8951,5.97461,,,,34.3378,0.0097996579838357,101.3375,0.0,alstria office REIT-AG,4953.29,False,False,N.A.,N.A.,SR UNSECURED,400000000.0,,5090.25,,
444,ZR699643 Corp,100.867,101.772,101.3195,0.5,09/26/2025,63.8955,6.06551,192.913,,52.2946,REITs,63.8951,5.97461,,,,34.3378,0.0098591064939914,101.3195,1.4025784488871343e-14,alstria office REIT-AG,4953.29,False,False,N.A.,N.A.,SR UNSECURED,400000000.0,,5090.25,,
445,BK095463 Corp,104.942,105.292,105.117,1.5,06/23/2026,63.8955,6.06551,192.913,,52.2946,REITs,63.8951,5.97461,,,,34.3378,0.0133575367648324,105.117,0.0,alstria office REIT-AG,4953.29,False,False,N.A.,N.A.,SR UNSECURED,350000000.0,,5090.25,,
446,BK095463 Corp,104.911,105.287,105.099,1.5,06/23/2026,63.8955,6.06551,192.913,,52.2946,REITs,63.8951,5.97461,,,,34.3378,0.0134150153578331,105.09899999999998,1.3521398600559475e-14,alstria office REIT-AG,4953.29,False,False,N.A.,N.A.,SR UNSECURED,350000000.0,,5090.25,,
447,BK095463 Corp,104.944,105.294,105.119,1.5,06/23/2026,63.8955,6.06551,192.913,,52.2946,REITs,63.8951,5.97461,,,,34.3378,0.0133511510593088,105.119,0.0,alstria office REIT-AG,4953.29,False,False,N.A.,N.A.,SR UNSECURED,350000000.0,,5090.25,,
448,BK095463 Corp,104.934,105.284,105.109,1.5,06/23/2026,63.8955,6.06551,192.913,,52.2946,REITs,63.8951,5.97461,,,,34.3378,0.0133830811963954,105.109,0.0,alstria office REIT-AG,4953.29,False,False,N.A.,N.A.,SR UNSECURED,350000000.0,,5090.25,,
449,BK095463 Corp,105.658,105.93,105.794,1.5,06/23/2026,63.8955,6.06551,192.913,,52.2946,REITs,63.8951,5.97461,,,,34.3378,0.0112051102102474,105.794,1.3432571521260191e-14,alstria office REIT-AG,4953.29,False,False,N.A.,N.A.,SR UNSECURED,350000000.0,,5090.25,,
450,BK095463 Corp,105.632,105.905,105.7685,1.5,06/23/2026,63.8955,6.06551,192.913,,52.2946,REITs,63.8951,5.97461,,,,34.3378,0.0112858538040722,105.7685,1.3435810014514724e-14,alstria office REIT-AG,4953.29,False,False,N.A.,N.A.,SR UNSECURED,350000000.0,,5090.25,,
451,BK095463 Corp,105.629,105.902,105.7655,1.5,06/23/2026,63.8955,6.06551,192.913,,52.2946,REITs,63.8951,5.97461,,,,34.3378,0.0112953547388881,105.7655,0.0,alstria office REIT-AG,4953.29,False,False,N.A.,N.A.,SR UNSECURED,350000000.0,,5090.25,,
452,EK796312 Corp,105.172,105.722,105.447,2.064,06/30/2025,-20.7741,12.3741,187.193,,,Transportation,-20.8969,0.47853,,,,121.933,0.0167140983526659,105.447,0.0,Alpha Trains Finance SA,1899.68,False,False,Multiple,Parent & Subsidiaries,SR SECURED,350000000.0,,2005.66,,
453,EK796312 Corp,105.176,105.726,105.451,2.064,06/30/2025,-20.7741,12.3741,187.193,,,Transportation,-20.8969,0.47853,,,,121.933,0.0166982729544533,105.451,1.3476263587070775e-14,Alpha Trains Finance SA,1899.68,False,False,Multiple,Parent & Subsidiaries,SR SECURED,350000000.0,,2005.66,,
454,EK796312 Corp,105.169,105.718,105.4435,2.064,06/30/2025,-20.7741,12.3741,187.193,,,Transportation,-20.8969,0.47853,,,,121.933,0.016727946184497,105.4435,1.3477222128630028e-14,Alpha Trains Finance SA,1899.68,False,False,Multiple,Parent & Subsidiaries,SR SECURED,350000000.0,,2005.66,,
455,EK796312 Corp,105.165,105.714,105.4395,2.064,06/30/2025,-20.7741,12.3741,187.193,,,Transportation,-20.8969,0.47853,,,,121.933,0.0167437729733997,105.43949999999997,2.6955466813105155e-14,Alpha Trains Finance SA,1899.68,False,False,Multiple,Parent & Subsidiaries,SR SECURED,350000000.0,,2005.66,,
456,EK796312 Corp,105.146,105.696,105.421,2.064,06/30/2025,-20.7741,12.3741,187.193,,,Transportation,-20.8969,0.47853,,,,121.933,0.0168169815227667,105.42100000000002,1.3480098571633738e-14,Alpha Trains Finance SA,1899.68,False,False,Multiple,Parent & Subsidiaries,SR SECURED,350000000.0,,2005.66,,
457,BQ482180 Corp,101.376,102.174,101.775,4.625,01/15/2027,2.45907,,,,1039.87,Transportation,-39.7124,,,,,91.2255,0.0714763459002481,101.77499999999998,2.7926022530487846e-14,APCOA Parking Holdings GmbH,459.901,False,False,N.A.,N.A.,SR SECURED,320000000.0,,,,
458,BQ482182 Corp,101.284,101.976,101.63,5.0,01/15/2027,2.45907,,,,1039.87,Transportation,-39.7124,,,,,91.2255,0.0771931137419918,101.63,0.0,APCOA Parking Holdings GmbH,459.901,False,False,N.A.,N.A.,SR SECURED,365000000.0,,,,
459,BQ482182 Corp,101.284,101.977,101.6305,5.0,01/15/2027,2.45907,,,,1039.87,Transportation,-39.7124,,,,,91.2255,0.0771915987083008,101.63049999999996,4.1948592347381957e-14,APCOA Parking Holdings GmbH,459.901,False,False,N.A.,N.A.,SR SECURED,365000000.0,,,,
460,AT002902 Corp,106.621,107.36,106.9905,2.875,07/02/2025,22.5984,7.6906,164.3,,152.89,Other Financial,16.5791,6.719810000000001,,,,59.1737,0.0228704843140442,106.9905,0.0,Altareit SCA,2454.3,False,False,N.A.,N.A.,SR UNSECURED,500000000.0,,4203.4,,
461,AT002902 Corp,106.56,107.55,107.055,2.875,07/02/2025,22.5984,7.6906,164.3,,152.89,Other Financial,16.5791,6.719810000000001,,,,59.1737,0.0226186193311383,107.05499999999998,2.654869873467284e-14,Altareit SCA,2454.3,False,False,N.A.,N.A.,SR UNSECURED,500000000.0,,4203.4,,
462,AZ857862 Corp,99.956,102.276,101.116,2.125,08/15/2026,-3.75052,8.41012,1097.0,,,Capital Goods,-45.2146,1.3543,,,,105.554,0.0365455559838849,101.116,1.4054011941930064e-14,Ardagh Packaging Finance PLC / Ardagh Holdings USA Inc,6500.0,False,False,Single,Parent,SR SECURED,439150000.0,,9652.0,,
463,AZ857862 Corp,100.606,100.981,100.7935,2.125,08/15/2026,-3.75052,8.41012,1097.0,,,Capital Goods,-45.2146,1.3543,,,,105.554,0.0374761146760032,100.7935,0.0,Ardagh Packaging Finance PLC / Ardagh Holdings USA Inc,6500.0,False,False,Single,Parent,SR SECURED,439150000.0,,9652.0,,
464,AZ857862 Corp,99.954,102.278,101.116,2.125,08/15/2026,-3.75052,8.41012,1097.0,,,Capital Goods,-45.2146,1.3543,,,,105.554,0.0365455559838849,101.116,1.4054011941930064e-14,Ardagh Packaging Finance PLC / Ardagh Holdings USA Inc,6500.0,False,False,Single,Parent,SR SECURED,439150000.0,,9652.0,,
465,AZ857862 Corp,100.609,100.984,100.7965,2.125,08/15/2026,-3.75052,8.41012,1097.0,,,Capital Goods,-45.2146,1.3543,,,,105.554,0.0374674384659136,100.7965,0.0,Ardagh Packaging Finance PLC / Ardagh Holdings USA Inc,6500.0,False,False,Single,Parent,SR SECURED,439150000.0,,9652.0,,
466,AZ857862 Corp,99.951,102.279,101.115,2.125,08/15/2026,-3.75052,8.41012,1097.0,,,Capital Goods,-45.2146,1.3543,,,,105.554,0.0365484348011204,101.115,0.0,Ardagh Packaging Finance PLC / Ardagh Holdings USA Inc,6500.0,False,False,Single,Parent,SR SECURED,439150000.0,,9652.0,,
467,AZ857862 Corp,99.95,102.279,101.1145,2.125,08/15/2026,-3.75052,8.41012,1097.0,,,Capital Goods,-45.2146,1.3543,,,,105.554,0.0365498742251672,101.1145,0.0,Ardagh Packaging Finance PLC / Ardagh Holdings USA Inc,6500.0,False,False,Single,Parent,SR SECURED,439150000.0,,9652.0,,
468,AZ857862 Corp,99.953,102.278,101.1155,2.125,08/15/2026,-3.75052,8.41012,1097.0,,,Capital Goods,-45.2146,1.3543,,,,105.554,0.0365469953873597,101.1155,0.0,Ardagh Packaging Finance PLC / Ardagh Holdings USA Inc,6500.0,False,False,Single,Parent,SR SECURED,439150000.0,,9652.0,,
469,BJ898382 Corp,100.384,101.053,100.7185,2.125,08/15/2026,-3.75052,8.41012,1097.0,,,Capital Goods,-45.2146,1.3543,,,,105.554,0.0376931415829895,100.7185,0.0,Ardagh Packaging Finance PLC / Ardagh Holdings USA Inc,6500.0,False,False,Multiple,Parent & Subsidiaries,SR SECURED,790000000.0,,9652.0,,
470,ZO817282 Corp,102.99,103.297,103.1435,1.0,10/13/2026,4.94802,,,114.694,199.201,Banking,4.8491,,28.5,,,66.5744,0.0133325146807233,103.14350000170091,1.64908658574894e-09,Argenta Spaarbank NV,6844.73,False,False,N.A.,N.A.,SR UNSECURED,500000000.0,,46231.9,38319.3,
471,ZO817282 Corp,102.982,103.201,103.0915,1.0,10/13/2026,4.94802,,,114.694,199.201,Banking,4.8491,,28.5,,,66.5744,0.0134744874426199,103.09150000170408,1.6529785989327281e-09,Argenta Spaarbank NV,6844.73,False,False,N.A.,N.A.,SR UNSECURED,500000000.0,,46231.9,38319.3,
472,ZO817282 Corp,102.988,103.325,103.1565,1.0,10/13/2026,4.94802,,,114.694,199.201,Banking,4.8491,,28.5,,,66.5744,0.0132970370946589,103.15650000170017,1.6481486355896646e-09,Argenta Spaarbank NV,6844.73,False,False,N.A.,N.A.,SR UNSECURED,500000000.0,,46231.9,38319.3,
473,ZO817282 Corp,102.985,103.289,103.137,1.0,10/13/2026,4.94802,,,114.694,199.201,Banking,4.8491,,28.5,,,66.5744,0.0133502558133646,103.1370000017014,1.6496452105234396e-09,Argenta Spaarbank NV,6844.73,False,False,N.A.,N.A.,SR UNSECURED,500000000.0,,46231.9,38319.3,
474,ZO817282 Corp,102.979,103.286,103.1325,1.0,10/13/2026,4.94802,,,114.694,199.201,Banking,4.8491,,28.5,,,66.5744,0.0133625390498727,103.13250000170162,1.649937657336924e-09,Argenta Spaarbank NV,6844.73,False,False,N.A.,N.A.,SR UNSECURED,500000000.0,,46231.9,38319.3,
475,ZO817282 Corp,102.938,103.168,103.053,1.0,10/13/2026,4.94802,,,114.694,199.201,Banking,4.8491,,28.5,,,66.5744,0.0135796662999938,103.05300000170642,1.6558714674456263e-09,Argenta Spaarbank NV,6844.73,False,False,N.A.,N.A.,SR UNSECURED,500000000.0,,46231.9,38319.3,
476,ZO817282 Corp,102.955,103.221,103.088,1.0,10/13/2026,4.94802,,,114.694,199.201,Banking,4.8491,,28.5,,,66.5744,0.0134840468911905,103.08800000170436,1.653310423534298e-09,Argenta Spaarbank NV,6844.73,False,False,N.A.,N.A.,SR UNSECURED,500000000.0,,46231.9,38319.3,
477,BQ397747 Corp,100.223,100.457,100.34,0.375,07/14/2025,16.8561,,,,176.467,Banking,16.1634,,27.0,15.1,24.1,63.8091,0.0107591359241766,100.34,1.4162701530000002e-14,Arion Banki HF,546670.0,False,False,N.A.,N.A.,SR UNSECURED,300000000.0,,1172710.0,568424.0,
478,BQ397747 Corp,100.224,100.44,100.332,0.375,07/14/2025,16.8561,,,,176.467,Banking,16.1634,,27.0,15.1,24.1,63.8091,0.0107923957016642,100.332,0.0,Arion Banki HF,546670.0,False,False,N.A.,N.A.,SR UNSECURED,300000000.0,,1172710.0,568424.0,
479,BQ397747 Corp,100.225,100.458,100.3415,0.375,07/14/2025,16.8561,,,,176.467,Banking,16.1634,,27.0,15.1,24.1,63.8091,0.0107529000864428,100.3415,0.0,Arion Banki HF,546670.0,False,False,N.A.,N.A.,SR UNSECURED,300000000.0,,1172710.0,568424.0,
480,BQ397747 Corp,100.218,100.452,100.335,0.375,07/14/2025,16.8561,,,,176.467,Banking,16.1634,,27.0,15.1,24.1,63.8091,0.0107799228950339,100.33500000000004,4.2490221902233535e-14,Arion Banki HF,546670.0,False,False,N.A.,N.A.,SR UNSECURED,300000000.0,,1172710.0,568424.0,
481,BQ397747 Corp,100.214,100.447,100.3305,0.375,07/14/2025,16.8561,,,,176.467,Banking,16.1634,,27.0,15.1,24.1,63.8091,0.010798632280528,100.33050000000004,2.8328085109118372e-14,Arion Banki HF,546670.0,False,False,N.A.,N.A.,SR UNSECURED,300000000.0,,1172710.0,568424.0,
482,BQ397747 Corp,100.195,100.428,100.3115,0.375,07/14/2025,16.8561,,,,176.467,Banking,16.1634,,27.0,15.1,24.1,63.8091,0.0108776390782664,100.3115,0.0,Arion Banki HF,546670.0,False,False,N.A.,N.A.,SR UNSECURED,300000000.0,,1172710.0,568424.0,
483,BK143713 Corp,125.945,127.39,126.6675,0.0,06/25/2025,,,,,,Other Financial,,,,,,,0.0,101.45890098969694,19.901394604222126,Selena Sarl,,False,True,Single,Parent,COMPANY GUARNT,500000000.0,,,,
484,BK143713 Corp,126.36,127.11,126.735,0.0,06/25/2025,,,,,,Other Financial,,,,,,,0.0,101.45890098969694,19.944055714919365,Selena Sarl,,False,True,Single,Parent,COMPANY GUARNT,500000000.0,,,,
485,BK143713 Corp,126.25,127.25,126.75,0.0,06/25/2025,,,,,,Other Financial,,,,,,,0.0,101.45890098969694,19.95352979116612,Selena Sarl,,False,True,Single,Parent,COMPANY GUARNT,500000000.0,,,,
486,BK143713 Corp,126.51,127.26,126.885,0.0,06/25/2025,,,,,,Other Financial,,,,,,,0.0,101.45890098969694,20.03869567742685,Selena Sarl,,False,True,Single,Parent,COMPANY GUARNT,500000000.0,,,,
487,BK143713 Corp,126.125,126.875,126.5,0.0,06/25/2025,,,,,,Other Financial,,,,,,,0.0,101.45890098969694,19.79533518601032,Selena Sarl,,False,True,Single,Parent,COMPANY GUARNT,500000000.0,,,,
488,BK143713 Corp,125.902,127.347,126.6245,0.0,06/25/2025,,,,,,Other Financial,,,,,,,0.0,101.45890098969694,19.87419418067045,Selena Sarl,,False,True,Single,Parent,COMPANY GUARNT,500000000.0,,,,
489,AM938020 Corp,101.001,101.85,101.4255,3.125,04/01/2025,17.4126,14.3811,451.71,,354.23800000000006,Consumer Non-Cyclical,-53.8212,-0.680267,,,,77.9225,0.0490797266626017,101.4255,0.0,Aramark International Finance Sarl,12437.9,False,False,Multiple,Parent & Subsidiaries,COMPANY GUARNT,325000000.0,,15712.7,,
490,AM938020 Corp,101.125,101.75,101.4375,3.125,04/01/2025,17.4126,14.3811,451.71,,354.23800000000006,Consumer Non-Cyclical,-53.8212,-0.680267,,,,77.9225,0.0490295221513564,101.4375,0.0,Aramark International Finance Sarl,12437.9,False,False,Multiple,Parent & Subsidiaries,COMPANY GUARNT,325000000.0,,15712.7,,
491,AM938020 Corp,101.001,101.84,101.4205,3.125,04/01/2025,17.4126,14.3811,451.71,,354.23800000000006,Consumer Non-Cyclical,-53.8212,-0.680267,,,,77.9225,0.0491006474521647,101.4205,0.0,Aramark International Finance Sarl,12437.9,False,False,Multiple,Parent & Subsidiaries,COMPANY GUARNT,325000000.0,,15712.7,,
492,AP838056 Corp,102.856,103.088,102.972,1.0,01/07/2025,43.7041,9.89925,1460.3,,87.4846,Other Financial,42.1373,7.25461,,,,43.2187,0.0100291140954724,102.972,0.0,Aroundtown SA,27443.9,False,False,N.A.,N.A.,SR UNSECURED,700000000.0,,31021.6,,
493,AP838056 Corp,102.66,103.16,102.91,1.0,01/07/2025,43.7041,9.89925,1460.3,,87.4846,Other Financial,42.1373,7.25461,,,,43.2187,0.0102799582581459,102.91000000000004,2.7618024905649606e-14,Aroundtown SA,27443.9,False,False,N.A.,N.A.,SR UNSECURED,700000000.0,,31021.6,,
494,AP838056 Corp,102.86,103.089,102.9745,1.0,01/07/2025,43.7041,9.89925,1460.3,,87.4846,Other Financial,42.1373,7.25461,,,,43.2187,0.0100190033461823,102.9745,0.0,Aroundtown SA,27443.9,False,False,N.A.,N.A.,SR UNSECURED,700000000.0,,31021.6,,
495,AP838056 Corp,102.858,103.086,102.972,1.0,01/07/2025,43.7041,9.89925,1460.3,,87.4846,Other Financial,42.1373,7.25461,,,,43.2187,0.0100291140954725,102.972,0.0,Aroundtown SA,27443.9,False,False,N.A.,N.A.,SR UNSECURED,700000000.0,,31021.6,,
496,AP838056 Corp,102.85,103.078,102.964,1.0,01/07/2025,43.7041,9.89925,1460.3,,87.4846,Other Financial,42.1373,7.25461,,,,43.2187,0.0100614705418633,102.964,0.0,Aroundtown SA,27443.9,False,False,N.A.,N.A.,SR UNSECURED,700000000.0,,31021.6,,
497,AP838056 Corp,102.835,103.066,102.9505,1.0,01/07/2025,43.7041,9.89925,1460.3,,87.4846,Other Financial,42.1373,7.25461,,,,43.2187,0.0101160791255977,102.95050000000002,1.3803580084799981e-14,Aroundtown SA,27443.9,False,False,N.A.,N.A.,SR UNSECURED,700000000.0,,31021.6,,
498,AZ460821 Corp,101.913,102.12,102.0165,0.625,07/09/2025,43.7041,9.89925,1460.3,,87.4846,Other Financial,42.1373,7.25461,,,,43.2187,0.0079080401963205,102.0165,0.0,Aroundtown SA,27443.9,False,False,N.A.,N.A.,SR UNSECURED,800000000.0,,31021.6,,
