,Unnamed: 0,Reference Security,Ticker_x,Bid Price,Ask Price,Mid Price,Issuer Name,Cpn,Maturity,Ticker_y,Average Equity / Average Assets,Common Eqty / Tot Assets,Debt / Common Equity,Debt/Assets,Debt/EBITDA,EBITDA,Int Exp / Avg Int Bear Liab,Tot Debt / Tot Capital,Tot Loans to Tot Assets,Tot Risk-Based Cap,Earnings Assets / Int Bear Liab,Total Expenses to Average Earning Assets,maturity_years,PD_1y
129,129,AW898691 Corp,ACFP,106.225,106.647,106.436,Accor SA,3.0,02/04/2026,ACFP,44.5779,38.8014,93.4018,36.2412,,-1349.0,,47.8947,,,,,4.50958904109589,0.0351
130,130,BM824426 Corp,ACFP,51.95,52.45,52.2,Accor SA,0.7,12/07/2027,ACFP,44.5779,38.8014,93.4018,36.2412,,-1349.0,,47.8947,,,,,6.347945205479452,0.2352
133,133,EK846236 Corp,ACHMEA,101.07799999999999,101.175,101.1265,Achmea Bank NV,1.125,04/25/2022,ACHMEA,6.23769,5.953530000000001,587.565,34.9809,18.1084,263.976,1.8822,85.4559,,777.0,108.681,,0.726027397260274,0.0158
134,134,EJ595440 Corp,ACHMEA,109.75,110.25,110.0,Achmea BV,6.0,04/04/2043,ACHMEA,11.2928,11.2413,63.9438,7.18808,,,,38.9335,,,,,21.682191780821917,0.0772
135,135,EK398481 Corp,ACKAF,100.31200000000001,100.45200000000001,100.382,Arcelik AS,3.875,09/16/2021,ACKAF,28.8863,29.6892,123.554,36.6822,3.07702,5273.64,,54.9059,,,,,0.12054794520547946,0.1038
136,136,BP618047 Corp,ACKAF,100.976,101.523,101.2495,Arcelik AS,3.0,05/27/2026,ACKAF,28.8863,29.6892,123.554,36.6822,3.07702,5273.64,,54.9059,,,,,4.816438356164384,0.0521
137,137,AS087411 Corp,ACSSCE,100.286,101.359,100.8225,ACS Servicios Comunicaciones y Energia SA,1.875,04/20/2026,ACSSCE,30.4391,31.391,,,,,,,,,,,4.715068493150685,0.0365
138,138,ZS390130 Corp,ACSSM,99.5,100.5,100.0,ACS Actividades de Construccion y Servicios SA,0.27699999999999997,06/28/2023,ACSSM,10.4637,9.451189999999999,337.847,31.9305,6.8579,2180.82,,73.6002,,,,,1.9013698630136986,0.0162
139,139,BJ923344 Corp,ACSSM,101.48899999999999,101.98899999999999,101.73899999999999,ACS Actividades de Construccion y Servicios SA,1.375,06/17/2025,ACSSM,10.4637,9.451189999999999,337.847,31.9305,6.8579,2180.82,,73.6002,,,,,3.873972602739726,0.0248
140,140,BM015392 Corp,ADEBNO,101.994,102.74799999999999,102.371,Adevinta ASA,2.625,11/15/2025,ADEBNO,50.0974,36.1828,138.129,49.9789,26.0514,100.3,,57.6196,,,,,4.287671232876712,0.043
141,141,BM015394 Corp,ADEBNO,103.03,103.71600000000001,103.373,Adevinta ASA,3.0,11/15/2027,ADEBNO,50.0974,36.1828,138.129,49.9789,26.0514,100.3,,57.6196,,,,,6.287671232876712,0.047
142,142,EK921774 Corp,ADENVX,101.831,101.971,101.901,Adecco International Financial Services BV,1.5,11/22/2022,ADENVX,0.41357299999999997,0.43086,22981.2,99.0168,,,2.45948,99.5667,,,,,1.3041095890410959,0.0216
143,143,AV719430 Corp,ADJGR,97.88,98.88,98.38,ADLER Group SA,2.0,11/23/2023,ADJGR,35.314,27.9393,192.959,53.9113,10.7196,556.332,,61.9288,,,,,2.3068493150684932,0.0521
144,144,AO350532 Corp,ADJGR,96.837,97.99600000000001,97.4165,ADLER Group SA,1.5,07/26/2024,ADJGR,35.314,27.9393,192.959,53.9113,10.7196,556.332,,61.9288,,,,,2.9808219178082194,0.0492
145,145,BK706559 Corp,ADJGR,101.609,102.398,102.0035,ADLER Group SA,3.25,08/05/2025,ADJGR,35.314,27.9393,192.959,53.9113,10.7196,556.332,,61.9288,,,,,4.008219178082192,0.0537
146,146,BN390791 Corp,ADJGR,96.291,96.79299999999999,96.542,ADLER Group SA,1.875,01/14/2026,ADJGR,35.314,27.9393,192.959,53.9113,10.7196,556.332,,61.9288,,,,,4.4520547945205475,0.0517
147,147,BM345732 Corp,ADJGR,99.404,100.32799999999999,99.866,ADLER Group SA,2.75,11/13/2026,ADJGR,35.314,27.9393,192.959,53.9113,10.7196,556.332,,61.9288,,,,,5.282191780821917,0.0528
148,148,BP155345 Corp,ADJGR,96.186,97.074,96.63,ADLER Group SA,2.25,04/27/2027,ADJGR,35.314,27.9393,192.959,53.9113,10.7196,556.332,,61.9288,,,,,5.734246575342466,0.0547
149,149,BN390792 Corp,ADJGR,95.212,95.22200000000001,95.21700000000001,ADLER Group SA,2.25,01/14/2029,ADJGR,35.314,27.9393,192.959,53.9113,10.7196,556.332,,61.9288,,,,,7.454794520547945,0.0547
150,150,AQ233864 Corp,ADLERR,99.15700000000001,100.06299999999999,99.61,ADLER Real Estate AG,1.5,12/06/2021,ADLERR,17.9041,25.3193,227.528,57.6086,7.999569999999999,358.986,,63.7757,,,,,0.3424657534246575,0.0539
151,151,ZS023930 Corp,ADLERR,99.206,100.053,99.6295,ADLER Real Estate AG,1.5,04/17/2022,ADLERR,17.9041,25.3193,227.528,57.6086,7.999569999999999,358.986,,63.7757,,,,,0.7041095890410959,0.0465
152,152,AS304969 Corp,ADLERR,98.89399999999999,100.56700000000001,99.7305,ADLER Real Estate AG,1.875,04/27/2023,ADLERR,17.9041,25.3193,227.528,57.6086,7.999569999999999,358.986,,63.7757,,,,,1.7315068493150685,0.0441
153,153,AQ233878 Corp,ADLERR,99.31299999999999,100.25299999999999,99.78299999999999,ADLER Real Estate AG,2.125,02/06/2024,ADLERR,17.9041,25.3193,227.528,57.6086,7.999569999999999,358.986,,63.7757,,,,,2.5123287671232877,0.046
154,154,AS305014 Corp,ADLERR,102.87700000000001,103.954,103.4155,ADLER Real Estate AG,3.0,04/27/2026,ADLERR,17.9041,25.3193,227.528,57.6086,7.999569999999999,358.986,,63.7757,,,,,4.734246575342466,0.0448
155,155,EK984884 Corp,ADM,104.059,104.21600000000001,104.1375,Archer-Daniels-Midland Co,1.75,06/23/2023,ADM,41.836999999999996,40.2261,55.265,22.2309,3.01875,2977.0,,35.4843,,,,,1.8876712328767122,0.0064
156,156,AR717327 Corp,ADNA,105.56700000000001,105.818,105.6925,Koninklijke Ahold Delhaize NV,1.125,03/19/2026,ADNA,32.2625,30.5515,117.053,35.7613,3.75695,5035.0,,53.9283,,,,,4.627397260273972,0.009
157,157,BO518290 Corp,ADNA,101.07700000000001,101.465,101.271,Koninklijke Ahold Delhaize NV,0.375,03/18/2030,ADNA,32.2625,30.5515,117.053,35.7613,3.75695,5035.0,,53.9283,,,,,8.627397260273973,0.0102
158,158,QZ096767 Corp,ADNT,102.169,103.29899999999999,102.734,Adient Global Holdings Ltd,3.5,08/15/2024,ADNT,14.8571,11.8215,383.017,45.2782,6.59165,240.0,,74.6465,,,,,3.0356164383561643,0.0535
159,159,AF280956 Corp,ADPFP,103.26899999999999,103.48299999999999,103.376,Aeroports de Paris,1.5,07/24/2023,ADPFP,24.5567,19.6661,298.658,58.7345,,-62.0,,72.1362,,,,,1.9726027397260273,0.0084
160,160,BK251931 Corp,ADPFP,106.29899999999999,106.943,106.621,Aeroports de Paris,1.0,01/05/2029,ADPFP,24.5567,19.6661,298.658,58.7345,,-62.0,,72.1362,,,,,7.4301369863013695,0.01
161,161,BH392688 Corp,ADPFP,120.866,121.575,121.2205,Aeroports de Paris,2.75,04/02/2030,ADPFP,24.5567,19.6661,298.658,58.7345,,-62.0,,72.1362,,,,,8.668493150684931,0.0114
162,162,BK251933 Corp,ADPFP,110.24600000000001,110.98899999999999,110.6175,Aeroports de Paris,1.5,07/02/2032,ADPFP,24.5567,19.6661,298.658,58.7345,,-62.0,,72.1362,,,,,10.92054794520548,0.0123
163,163,AO342780 Corp,ADRBID,100.875,101.625,101.25,United Group BV,4.875,07/01/2024,ADRBID,,,,,,,,,,,,,2.9123287671232876,0.0781
164,164,ZS613130 Corp,ADRBID,99.625,100.25,99.9375,United Group BV,4.125,05/15/2025,ADRBID,,,,,,,,,,,,,3.7835616438356166,0.0739
165,165,ZP588202 Corp,ADRBID,101.875,103.0,102.4375,Summer BidCo BV,9.0,11/15/2025,ADRBID,,,,,,,,,,,,,4.287671232876712,0.1298
166,166,ZS590362 Corp,ADRBID,101.595,103.191,102.39299999999999,Summer BidCo BV,9.0,11/15/2025,ADRBID,,,,,,,,,,,,,4.287671232876712,0.1299
167,167,ZP588193 Corp,ADRBID,96.551,97.51,97.0305,United Group BV,3.125,02/15/2026,ADRBID,,,,,,,,,,,,,4.53972602739726,0.0691
168,168,ZP588197 Corp,ADRBID,98.14,99.14,98.64,United Group BV,3.25,02/15/2026,ADRBID,,,,,,,,,,,,,4.53972602739726,0.0652
169,169,BM703851 Corp,ADRBID,99.023,99.398,99.2105,United Group BV,4.0,11/15/2027,ADRBID,,,,,,,,,,,,,6.287671232876712,0.0725
170,170,ZP588200 Corp,ADRBID,97.178,98.09299999999999,97.6355,United Group BV,3.625,02/15/2028,ADRBID,,,,,,,,,,,,,6.53972602739726,0.0711
171,171,BQ603529 Corp,ADRBID,101.171,101.875,101.523,United Group BV,4.625,08/15/2028,ADRBID,,,,,,,,,,,,,7.038356164383561,0.0751
172,172,AN738727 Corp,ADRIT,106.07799999999999,106.77,106.42399999999999,Aeroporti di Roma SpA,1.625,06/08/2027,ADRIT,28.8352,24.4121,233.235,56.9376,,-15.798,,69.9911,,,,,5.8493150684931505,0.017
173,173,BM755535 Corp,ADRIT,106.414,106.946,106.68,Aeroporti di Roma SpA,1.625,02/02/2029,ADRIT,28.8352,24.4121,233.235,56.9376,,-15.798,,69.9911,,,,,7.506849315068493,0.0194
174,174,BP201626 Corp,ADRIT,106.16,106.74,106.45,Aeroporti di Roma SpA,1.75,07/30/2031,ADRIT,28.8352,24.4121,233.235,56.9376,,-15.798,,69.9911,,,,,9.994520547945205,0.0221
175,175,AU390528 Corp,ADSGR,123.55,125.05,124.3,adidas AG,0.05,09/12/2023,ADSGR,31.7519,30.656,91.2612,27.976999999999997,2.12816,1996.0,,46.8166,,,,,2.1095890410958904,0.0
176,176,ZO263871 Corp,ADSGR,100.92399999999999,101.074,100.999,adidas AG,0.0,09/09/2024,ADSGR,31.7519,30.656,91.2612,27.976999999999997,2.12816,1996.0,,46.8166,,,,,3.1041095890410957,0.0063
177,177,EK525656 Corp,ADSGR,111.834,112.155,111.9945,adidas AG,2.25,10/08/2026,ADSGR,31.7519,30.656,91.2612,27.976999999999997,2.12816,1996.0,,46.8166,,,,,5.183561643835616,0.0124
178,178,ZO703313 Corp,ADSGR,100.553,101.042,100.7975,adidas AG,0.0,10/05/2028,ADSGR,31.7519,30.656,91.2612,27.976999999999997,2.12816,1996.0,,46.8166,,,,,7.178082191780822,0.006
179,179,ZO263878 Corp,ADSGR,102.59899999999999,102.686,102.6425,adidas AG,0.625,09/10/2035,ADSGR,31.7519,30.656,91.2612,27.976999999999997,2.12816,1996.0,,46.8166,,,,,14.112328767123287,0.0095
180,180,BO691471 Corp,ADVZCN,100.883,101.464,101.1735,Cidron Aida Finco Sarl,5.0,04/01/2028,ADVZCN,,,,,,,,,,,,,6.6657534246575345,0.0812
181,181,BM658414 Corp,ADXSM,107.3,108.2,107.75,Audax Renovables SA,2.75,11/30/2025,ADXSM,13.819,12.491,347.876,43.4533,9.83023,66.441,,76.7371,,,,,4.328767123287672,0.0273
182,182,BN081973 Corp,ADXSM,100.259,100.76299999999999,100.51100000000001,Audax Renovables SA,4.2,12/18/2027,ADXSM,13.819,12.491,347.876,43.4533,9.83023,66.441,,76.7371,,,,,6.3780821917808215,0.0718
183,183,BP471741 Corp,AEDASH,102.04700000000001,102.853,102.45,Aedas Homes Opco SLU,4.0,08/15/2026,AEDASH,59.9821,58.8278,32.3011,19.002,,,,24.3798,,,,,5.035616438356165,0.0637
186,186,BP862362 Corp,AEGON,101.775,102.05799999999999,101.9165,Aegon Bank NV,0.375,06/09/2036,AEGON,4.37789,4.13555,368.67800000000005,15.2469,,,,78.6634,80.0939,708.7189999999999,,,14.860273972602739,0.006
187,187,EK179322 Corp,AEGON,110.016,110.234,110.125,Aegon NV,4.0,04/25/2044,AEGON,4.963769999999999,4.96086,49.0848,2.43503,,,,30.4697,,,,,22.742465753424657,0.0513
188,188,AP538204 Corp,AEMSPA,108.79799999999999,109.426,109.11200000000001,A2A SpA,1.625,10/19/2027,AEMSPA,29.7416,28.9301,127.14200000000001,36.7823,3.6123,1105.0,,52.2118,,,,,6.213698630136986,0.013
189,189,AZ566140 Corp,AEMSPA,105.85,106.681,106.2655,A2A SpA,1.0,07/16/2029,AEMSPA,29.7416,28.9301,127.14200000000001,36.7823,3.6123,1105.0,,52.2118,,,,,7.956164383561644,0.0102
190,190,BQ395672 Corp,AEMSPA,101.865,102.10799999999999,101.9865,A2A SpA,0.625,07/15/2031,AEMSPA,29.7416,28.9301,127.14200000000001,36.7823,3.6123,1105.0,,52.2118,,,,,9.953424657534246,0.0122
191,191,BM060999 Corp,AEMSPA,99.738,100.132,99.935,A2A SpA,0.625,10/28/2032,AEMSPA,29.7416,28.9301,127.14200000000001,36.7823,3.6123,1105.0,,52.2118,,,,,11.243835616438357,0.0145
192,192,AM188487 Corp,AFDB,101.836,101.956,101.896,African Development Bank,0.25,01/24/2024,AFDB,21.476,22.0393,322.051,70.9779,,,,76.3062,,,,,2.4767123287671233,0.0047
193,193,QZ730966 Corp,AFFP,98.086,98.831,98.4585,Air France-KLM,3.75,10/12/2022,AFFP,-5.157019999999999,-17.9637,,62.0734,,-3141.0,,140.63,,,,,1.1917808219178083,0.0838
194,194,BQ179421 Corp,AFFP,98.5,99.0,98.75,Air France-KLM,3.0,07/01/2024,AFFP,-5.157019999999999,-17.9637,,62.0734,,-3141.0,,140.63,,,,,2.9123287671232876,0.0647
195,195,ZP426727 Corp,AFFP,92.875,93.375,93.125,Air France-KLM,1.875,01/16/2025,AFFP,-5.157019999999999,-17.9637,,62.0734,,-3141.0,,140.63,,,,,3.4575342465753423,0.0706
196,196,AX778667 Corp,AFFP,15.95,16.15,16.049999999999994,Air France-KLM,0.125,03/25/2026,AFFP,-5.157019999999999,-17.9637,,62.0734,,-3141.0,,140.63,,,,,4.6438356164383565,1.8282
197,197,BQ179423 Corp,AFFP,97.696,98.51299999999999,98.1045,Air France-KLM,3.875,07/01/2026,AFFP,-5.157019999999999,-17.9637,,62.0734,,-3141.0,,140.63,,,,,4.912328767123288,0.0761
198,198,QZ147818 Corp,AGGHOL,98.676,101.85,100.26299999999999,Aggregate Holdings SA,5.0,08/10/2021,AGGHOL,31.9789,42.1042,101.39200000000001,42.6903,6.13055,335.19300000000004,,49.9001,,,,,0.019178082191780823,0.3263
199,199,BM206504 Corp,AGGHOL,100.5,101.5,101.0,Aggregate Holdings SA,6.875,11/09/2025,AGGHOL,31.9789,42.1042,101.39200000000001,42.6903,6.13055,335.19300000000004,,49.9001,,,,,4.271232876712329,0.1078
200,200,AN668259 Corp,AGN,101.41799999999999,102.21799999999999,101.818,Allergan Funding SCS,1.25,06/01/2024,AGN,,,,,,,,,,,,,2.83013698630137,0.0209
201,201,AV387586 Corp,AGN,99.75,110.25,105.0,Allergan Funding SCS,2.625,11/15/2028,AGN,,,,,,,,,,,,,7.2904109589041095,0.038
202,202,BO187287 Corp,AGRREG,97.74799999999999,99.926,98.837,Agri Resources Group SA,8.0,03/17/2026,AGRREG,74.0312,71.4305,18.5432,13.2455,9.10265,2.7569999999999997,,14.2297,,,,,4.6219178082191785,0.1303
205,205,EK817485 Corp,AGSBB,114.65899999999999,115.147,114.90299999999999,AG Insurance SA,3.5,06/30/2047,AGSBB,10.3122,10.3709,57.7932,5.99365,,,,32.6521,,,,,25.923287671232877,0.0412
206,206,ZS024171 Corp,AGSBB,114.645,116.039,115.34200000000001,Ageas SA/NV,3.25,07/02/2049,AGSBB,10.3122,10.3709,57.7932,5.99365,,,,32.6521,,,,,27.931506849315067,0.0382
208,208,BO455323 Corp,AHLMUN,100.75,101.25,101.0,SpA Holdings 3 Oy,3.625,02/04/2028,AHLMUN,,,,,,,,,,,,,6.50958904109589,0.0621
211,211,ZS777965 Corp,AIB,103.84700000000001,104.14,103.9935,AIB Group PLC,1.25,05/28/2024,AIB,12.9961,12.1574,90.0671,10.9499,,,0.37209699999999996,47.3851,53.8615,12681.0,109.665,,2.819178082191781,0.0092
212,212,AT300242 Corp,AIB,108.62799999999999,109.041,108.8345,AIB Group PLC,2.25,07/03/2025,AIB,12.9961,12.1574,90.0671,10.9499,,,0.37209699999999996,47.3851,53.8615,12681.0,109.665,,3.9178082191780823,0.0101
213,213,BP466117 Corp,AIB,101.10700000000001,101.40299999999999,101.255,AIB Group PLC,0.5,11/17/2027,AIB,12.9961,12.1574,90.0671,10.9499,,,0.37209699999999996,47.3851,53.8615,12681.0,109.665,,6.293150684931507,0.0135
214,214,ZQ578101 Corp,AIB,102.81299999999999,103.053,102.933,AIB Group PLC,1.875,11/19/2029,AIB,12.9961,12.1574,90.0671,10.9499,,,0.37209699999999996,47.3851,53.8615,12681.0,109.665,,8.301369863013699,0.031
215,215,ZO616782 Corp,AIB,107.354,108.10799999999999,107.73100000000001,AIB Group PLC,2.875,05/30/2031,AIB,12.9961,12.1574,90.0671,10.9499,,,0.37209699999999996,47.3851,53.8615,12681.0,109.665,,9.827397260273973,0.0367
216,216,JK758552 Corp,AIFP,100.375,100.446,100.4105,Air Liquide Finance SA,0.375,04/18/2022,AIFP,1.1758600000000001,1.1551200000000001,8554.43,98.8138,,,1.97215,98.8445,,,83.6938,,0.7068493150684931,0.0155
217,217,LW343502 Corp,AIFP,100.59,100.68299999999999,100.6365,Air Liquide Finance SA,0.5,06/13/2022,AIFP,1.1758600000000001,1.1551200000000001,8554.43,98.8138,,,1.97215,98.8445,,,83.6938,,0.8602739726027397,0.0126
218,218,BP546830 Corp,AIFP,103.244,103.64399999999999,103.444,Air Liquide Finance SA,0.375,05/27/2031,AIFP,1.1758600000000001,1.1551200000000001,8554.43,98.8138,,,1.97215,98.8445,,,83.6938,,9.819178082191781,0.0059
219,219,LW147173 Corp,AIG,102.785,102.949,102.867,American International Group Inc,1.5,06/08/2023,AIG,11.7887,11.23,58.5072,6.57037,,,,36.4446,,,,,1.8465753424657534,0.0126
220,220,AN667328 Corp,AIG,108.821,109.115,108.968,American International Group Inc,1.875,06/21/2027,AIG,11.7887,11.23,58.5072,6.57037,,,,36.4446,,,,,5.884931506849315,0.0141
221,221,EG253245 Corp,AIG,93.5,95.5,94.5,American International Group Inc,1.182,03/15/2037,AIG,11.7887,11.23,58.5072,6.57037,,,,36.4446,,,,,15.624657534246575,0.0278
222,222,AZ766657 Corp,AIRBAL,96.435,96.435,96.435,Air Baltic Corp AS,6.75,07/30/2024,AIRBAL,4.9254,3.4916300000000002,2409.46,84.1295,7.94145,102.89,,96.0151,,,,,2.9917808219178084,0.1307
223,223,EI641880 Corp,AIRBR,0.083,1.3719999999999999,0.7275,Air Berlin PLC,8.25,04/19/2018,AIRBR,-105.21,-131.774,,100.959,,-629.081,,,,,,,-3.293150684931507,0.5
224,224,EK146289 Corp,AIRFP,106.165,106.79899999999999,106.48200000000001,Airbus Finance BV,2.375,04/02/2024,AIRFP,5.5322,5.85404,248.984,14.5756,9.00581,2282.0,,71.3105,,,,,2.665753424657534,0.0138
225,225,BH472735 Corp,AIRFP,104.905,105.259,105.08200000000001,Airbus SE,1.625,04/07/2025,AIRFP,5.5322,5.85404,248.984,14.5756,9.00581,2282.0,,71.3105,,,,,3.6794520547945204,0.0153
226,226,BJ814522 Corp,AIRFP,106.837,106.41,106.6235,Airbus SE,1.375,06/09/2026,AIRFP,5.5322,5.85404,248.984,14.5756,9.00581,2282.0,,71.3105,,,,,4.852054794520548,0.0098
227,227,BH472736 Corp,AIRFP,107.79,108.446,108.118,Airbus SE,2.0,04/07/2028,AIRFP,5.5322,5.85404,248.984,14.5756,9.00581,2282.0,,71.3105,,,,,6.682191780821918,0.0205
228,228,EK556916 Corp,AIRFP,114.708,115.52799999999999,115.118,Airbus Finance BV,2.125,10/29/2029,AIRFP,5.5322,5.85404,248.984,14.5756,9.00581,2282.0,,71.3105,,,,,8.243835616438357,0.0128
229,229,BJ814523 Corp,AIRFP,110.46,111.141,110.8005,Airbus SE,1.625,06/09/2030,AIRFP,5.5322,5.85404,248.984,14.5756,9.00581,2282.0,,71.3105,,,,,8.854794520547944,0.0124
230,230,LW060956 Corp,AIRFP,108.18799999999999,108.978,108.583,Airbus Finance BV,1.375,05/13/2031,AIRFP,5.5322,5.85404,248.984,14.5756,9.00581,2282.0,,71.3105,,,,,9.780821917808218,0.0132
231,231,BH472737 Corp,AIRFP,117.815,118.833,118.324,Airbus SE,2.375,04/07/2032,AIRFP,5.5322,5.85404,248.984,14.5756,9.00581,2282.0,,71.3105,,,,,10.684931506849315,0.0144
232,232,BJ814524 Corp,AIRFP,120.12,121.36399999999999,120.742,Airbus SE,2.375,06/09/2040,AIRFP,5.5322,5.85404,248.984,14.5756,9.00581,2282.0,,71.3105,,,,,18.863013698630137,0.0182
236,236,ZO837813 Corp,AKEFP,101.389,102.337,101.863,Arkema SA,0.125,10/14/2026,AKEFP,41.8019,41.8915,62.3356,26.1133,2.0281,1214.0,,34.8232,,,,,5.2,0.006
237,237,BP326292 Corp,AKERBP,102.911,103.49,103.2005,Aker BP ASA,1.125,05/12/2029,AKERBP,17.669,16.0005,210.555,33.69,1.36416,1554.6,,67.7996,,,,,7.778082191780822,0.0186
238,238,BP412608 Corp,AKFAST,100.119,100.15100000000001,100.135,Akelius Residential Property Financing BV,0.017,05/12/2023,AKFAST,43.4323,42.1237,114.43700000000001,48.205,19.207,234.0,,52.9834,,,,,1.7726027397260273,0.011
239,239,AP909109 Corp,AKFAST,102.935,103.044,102.9895,Akelius Residential Property AB,1.125,03/14/2024,AKFAST,43.4323,42.1237,114.43700000000001,48.205,19.207,234.0,,52.9834,,,,,2.6136986301369864,0.0128
240,240,AN595696 Corp,AKFAST,105.786,105.939,105.8625,Akelius Residential Property AB,1.75,02/07/2025,AKFAST,43.4323,42.1237,114.43700000000001,48.205,19.207,234.0,,52.9834,,,,,3.5178082191780824,0.0143
241,241,ZO315728 Corp,AKFAST,103.34100000000001,103.59,103.4655,Akelius Residential Property Financing BV,1.0,01/17/2028,AKFAST,43.4323,42.1237,114.43700000000001,48.205,19.207,234.0,,52.9834,,,,,6.46027397260274,0.0162
242,242,BM182945 Corp,AKFAST,103.544,103.831,103.6875,Akelius Residential Property Financing BV,1.125,01/11/2029,AKFAST,43.4323,42.1237,114.43700000000001,48.205,19.207,234.0,,52.9834,,,,,7.446575342465754,0.0179
243,243,BN990667 Corp,AKFAST,99.834,100.164,99.999,Akelius Residential Property Financing BV,0.75,02/22/2030,AKFAST,43.4323,42.1237,114.43700000000001,48.205,19.207,234.0,,52.9834,,,,,8.561643835616438,0.0188
244,244,AR936992 Corp,AKFAST,105.75,106.5,106.125,Akelius Residential Property AB,3.875,10/05/2078,AKFAST,43.4323,42.1237,114.43700000000001,48.205,19.207,234.0,,52.9834,,,,,57.21095890410959,0.5
245,245,ZP989429 Corp,AKFAST,101.0,101.5,101.25,Akelius Residential Property AB,2.249,05/17/2081,AKFAST,43.4323,42.1237,114.43700000000001,48.205,19.207,234.0,,52.9834,,,,,59.827397260273976,0.5
246,246,BP594444 Corp,AKRPLS,99.4,100.0,99.7,Akropolis Group Uab,2.875,06/02/2026,AKRPLS,,,,,,,,,,,,,4.832876712328767,0.0556
248,248,AQ325387 Corp,AKUOEN,101.0,103.0,102.0,Akuo Energy SAS,4.25,12/08/2023,AKUOEN,,,,,,,,,,,,,2.347945205479452,0.0656
249,249,EJ294358 Corp,AKZANA,103.012,103.152,103.08200000000001,Akzo Nobel NV,2.625,07/27/2022,AKZANA,46.2368,43.6063,50.2959,21.9322,2.09583,1324.0,,32.6923,,,,,0.9808219178082191,0.0068
250,250,EK578706 Corp,AKZANA,106.904,107.304,107.104,Akzo Nobel NV,1.75,11/07/2024,AKZANA,46.2368,43.6063,50.2959,21.9322,2.09583,1324.0,,32.6923,,,,,3.265753424657534,0.0096
251,251,JK646036 Corp,AKZANA,106.521,106.87100000000001,106.696,Akzo Nobel NV,1.125,04/08/2026,AKZANA,46.2368,43.6063,50.2959,21.9322,2.09583,1324.0,,32.6923,,,,,4.682191780821918,0.0058
252,252,BH621607 Corp,AKZANA,101.436,102.25399999999999,101.845,Akzo Nobel NV,1.625,04/14/2030,AKZANA,46.2368,43.6063,50.2959,21.9322,2.09583,1324.0,,32.6923,,,,,8.7013698630137,0.0289
253,253,ZQ661843 Corp,ALB,108.637,109.029,108.833,Albemarle New Holding GmbH,1.625,11/25/2028,ALB,40.373000000000005,40.8406,97.2742,39.7273,2.66278,771.7,,48.163000000000004,,,,,7.317808219178082,0.0152
254,254,AO298125 Corp,ALDFP,101.13,101.227,101.1785,ALD SA,0.875,07/18/2022,ALDFP,16.0969,16.599,426.92900000000003,70.8661,3.94694,4504.4,,80.9082,,,,,0.9561643835616438,0.0093
255,255,AU573164 Corp,ALDFP,101.916,102.038,101.977,ALD SA,1.25,10/11/2022,ALDFP,16.0969,16.599,426.92900000000003,70.8661,3.94694,4504.4,,80.9082,,,,,1.189041095890411,0.0173
256,256,AZ619338 Corp,ALDFP,100.98899999999999,101.219,101.104,ALD SA,0.375,07/18/2023,ALDFP,16.0969,16.599,426.92900000000003,70.8661,3.94694,4504.4,,80.9082,,,,,1.9561643835616438,0.0086
257,257,ZO856218 Corp,ALDFP,101.085,101.329,101.20700000000001,ALD SA,0.375,10/19/2023,ALDFP,16.0969,16.599,426.92900000000003,70.8661,3.94694,4504.4,,80.9082,,,,,2.210958904109589,0.0108
258,258,BO128572 Corp,ALDFP,100.251,100.48,100.3655,ALD SA,0.0,02/23/2024,ALDFP,16.0969,16.599,426.92900000000003,70.8661,3.94694,4504.4,,80.9082,,,,,2.558904109589041,0.0089
259,259,EK475646 Corp,ALFASS,101.325,101.822,101.5735,Alfa Laval Treasury International AB,1.375,09/12/2022,ALFASS,45.114,47.4992,40.2484,19.1176,1.55504,7546.0,,28.583000000000002,,,,,1.1095890410958904,0.0229
260,260,AQ927668 Corp,ALGSCO,101.58200000000001,103.09200000000001,102.337,Modulaire Global Finance Plc,6.5,02/15/2023,ALGSCO,7.755839999999999,1.6727299999999998,0.0,0.0,,,,0.0,,,,,1.536986301369863,0.0907
261,261,BK321520 Corp,ALGSCO,102.125,102.625,102.375,Modulaire Global Finance Plc,6.5,02/15/2023,ALGSCO,7.755839999999999,1.6727299999999998,0.0,0.0,,,,0.0,,,,,1.536986301369863,0.0904
262,262,AQ927608 Corp,ALGSCO,100.625,101.5,101.0625,Modulaire Global Finance Plc,6.25,02/15/2023,ALGSCO,7.755839999999999,1.6727299999999998,0.0,0.0,,,,0.0,,,,,1.536986301369863,0.0972
263,263,AF279066 Corp,ALITSA,2.5,10.3,6.4,Alitalia-Societa Aerea Italiana SpA,5.25,07/30/2020,ALITSA,13.4347,14.9286,0.0,0.0,0.0,0.4,,0.0,,,,,-1.010958904109589,0.5
265,265,BJ838285 Corp,ALLRNV,102.78399999999999,103.28399999999999,103.03399999999999,Alliander NV,0.375,06/10/2030,ALLRNV,46.9555,45.935,62.06100000000001,28.5077,3.79915,707.0,,38.2948,,,,,8.857534246575343,0.0068
266,266,AP275863 Corp,ALMAIN,101.303,102.00299999999999,101.653,Almaviva-The Italian Innovation Co SpA,7.25,10/15/2022,ALMAIN,2.06093,2.40767,1681.68,40.4893,2.70261,116.859,,93.053,,,,,1.2,0.1068
