,Reference Security,Bid Price,Ask Price,Mid Price,Cpn,Maturity,Common Eqty / Tot Assets,Debt/EBITDA,EBITDA,Earnings Assets / Int Bear Liab,Debt / Common Equity,BCLASS Level 3,TCE Ratio,Interest Coverage Ratio,Risk-Based Cap Ratio,Lev Ratio to TCE,Tier-1 Ratio,Tot Debt / Tot Capital,PD_1y,reprice,Error %
1843,AU192080 Corp,106.598,107.277,106.9375,2.375,01/15/2027,12.9771,,,,657.57,Other Financial,12.9771,-0.00657121,,,,86.7999,0.024185333026418836,106.9375,0.0
1844,BK434226 Corp,101.307,101.45700000000001,101.382,0.052000000000000005,07/15/2025,6.743930000000001,,,190.31799999999998,183.85299999999998,Mortgage Assets,6.53873,,17.78,,15.42,64.1289,0.0011705915933365593,101.38200000000003,2.8034275739681605e-14
1845,BK434226 Corp,101.28299999999999,101.44200000000001,101.3625,0.052000000000000005,07/15/2025,6.743930000000001,,,190.31799999999998,183.85299999999998,Mortgage Assets,6.53873,,17.78,,15.42,64.1289,0.0012504224952047938,101.3625,0.0
1846,BK434226 Corp,101.25399999999999,101.413,101.3335,0.052000000000000005,07/15/2025,6.743930000000001,,,190.31799999999998,183.85299999999998,Mortgage Assets,6.53873,,17.78,,15.42,64.1289,0.001369180671891415,101.3335,0.0
1847,BK434226 Corp,101.307,101.43,101.3685,0.052000000000000005,07/15/2025,6.743930000000001,,,190.31799999999998,183.85299999999998,Mortgage Assets,6.53873,,17.78,,15.42,64.1289,0.0012258571087167768,101.36849999999998,1.4019004636748106e-14
1848,BK434226 Corp,101.344,101.384,101.36399999999999,0.052000000000000005,07/15/2025,6.743930000000001,,,190.31799999999998,183.85299999999998,Mortgage Assets,6.53873,,17.78,,15.42,64.1289,0.001244280979214785,101.364,1.4019627002882685e-14
1849,ZQ012929 Corp,103.16,103.39299999999999,103.2765,0.75,04/17/2026,0.0008051089999999999,,,,12415900.0,Communications,,,,,,99.9992,0.007482335368821901,103.27649999999997,2.7520016102795902e-14
1850,ZQ012929 Corp,103.12799999999999,103.462,103.295,0.75,04/17/2026,0.0008051089999999999,,,,12415900.0,Communications,,,,,,99.9992,0.007422540494249585,103.29500000000002,1.3757543651872795e-14
1851,ZQ012929 Corp,103.166,103.399,103.2825,0.75,04/17/2026,0.0008051089999999999,,,,12415900.0,Communications,,,,,,99.9992,0.007462940881378351,103.2825,0.0
1852,ZQ012929 Corp,103.12100000000001,103.456,103.2885,0.75,04/17/2026,0.0008051089999999999,,,,12415900.0,Communications,,,,,,99.9992,0.007443547886971806,103.2885,0.0
1853,ZQ012929 Corp,103.149,103.38,103.2645,0.75,04/17/2026,0.0008051089999999999,,,,12415900.0,Communications,,,,,,99.9992,0.007521128823851967,103.2645,0.0
1854,ZQ012929 Corp,103.12799999999999,103.361,103.2445,0.75,04/17/2026,0.0008051089999999999,,,,12415900.0,Communications,,,,,,99.9992,0.007585797861577203,103.2445,0.0
1855,ZQ012929 Corp,103.126,103.359,103.2425,0.75,04/17/2026,0.0008051089999999999,,,,12415900.0,Communications,,,,,,99.9992,0.00759226567860258,103.2425,0.0
1856,EK571587 Corp,100.32,100.37,100.345,1.375,10/31/2021,39.3988,9.07457,74719.0,,89.8518,Other Industrial,2.0838900000000002,3.03173,,,,41.3457,0.017243637152044133,100.34500000000001,1.4161995829589917e-14
1857,EJ220478 Corp,101.236,103.67299999999999,102.4545,3.625,06/06/2022,39.3988,9.07457,74719.0,,89.8518,Other Industrial,2.0838900000000002,3.03173,,,,41.3457,0.01913534993284627,102.4545,0.0
1858,EJ220478 Corp,102.946,103.22200000000001,103.084,3.625,06/06/2022,39.3988,9.07457,74719.0,,89.8518,Other Industrial,2.0838900000000002,3.03173,,,,41.3457,0.009012603114659123,103.08400000000002,1.3785703615694e-14
1859,EJ220478 Corp,101.23299999999999,103.671,102.45200000000001,3.625,06/06/2022,39.3988,9.07457,74719.0,,89.8518,Other Industrial,2.0838900000000002,3.03173,,,,41.3457,0.019175551469057972,102.45200000000001,0.0
1860,AS162421 Corp,104.459,105.059,104.759,1.25,04/13/2025,39.3988,9.07457,74719.0,,89.8518,Other Industrial,2.0838900000000002,3.03173,,,,41.3457,0.006822904750097285,104.759,0.0
1861,AS162421 Corp,104.728,104.87899999999999,104.8035,1.25,04/13/2025,39.3988,9.07457,74719.0,,89.8518,Other Industrial,2.0838900000000002,3.03173,,,,41.3457,0.006646447618919837,104.8035,0.0
1862,AS162421 Corp,104.46,105.06,104.76,1.25,04/13/2025,39.3988,9.07457,74719.0,,89.8518,Other Industrial,2.0838900000000002,3.03173,,,,41.3457,0.0068189384078277794,104.76,0.0
1863,AS162421 Corp,104.72399999999999,104.875,104.7995,1.25,04/13/2025,39.3988,9.07457,74719.0,,89.8518,Other Industrial,2.0838900000000002,3.03173,,,,41.3457,0.006662305161104802,104.79950000000002,2.712008113626879e-14
1864,AS162421 Corp,104.45100000000001,105.051,104.751,1.25,04/13/2025,39.3988,9.07457,74719.0,,89.8518,Other Industrial,2.0838900000000002,3.03173,,,,41.3457,0.006854637166538482,104.75100000000003,2.7132637808139308e-14
1865,AS162421 Corp,104.441,105.041,104.741,1.25,04/13/2025,39.3988,9.07457,74719.0,,89.8518,Other Industrial,2.0838900000000002,3.03173,,,,41.3457,0.006894306883530323,104.741,0.0
1866,AX415179 Corp,103.131,103.51899999999999,103.325,0.5,03/06/2026,4.66709,1.75695,4579.0,,1105.52,Consumer Non-Cyclical,-64.9315,21.1141,,,,88.1804,0.003320714788266496,103.325,0.0
1867,AX415179 Corp,103.272,103.49799999999999,103.385,0.5,03/06/2026,4.66709,1.75695,4579.0,,1105.52,Consumer Non-Cyclical,-64.9315,21.1141,,,,88.1804,0.0031276967146044855,103.385,0.0
1868,AX415179 Corp,103.13600000000001,103.524,103.33,0.5,03/06/2026,4.66709,1.75695,4579.0,,1105.52,Consumer Non-Cyclical,-64.9315,21.1141,,,,88.1804,0.003304624299938703,103.33,0.0
1869,AX415179 Corp,103.265,103.491,103.37799999999999,0.5,03/06/2026,4.66709,1.75695,4579.0,,1105.52,Consumer Non-Cyclical,-64.9315,21.1141,,,,88.1804,0.003150207872540554,103.37799999999999,0.0
1870,AX415179 Corp,103.118,103.506,103.31200000000001,0.5,03/06/2026,4.66709,1.75695,4579.0,,1105.52,Consumer Non-Cyclical,-64.9315,21.1141,,,,88.1804,0.0033625548679367527,103.31199999999998,2.7510559693359925e-14
1871,AX415179 Corp,103.095,103.48299999999999,103.289,0.5,03/06/2026,4.66709,1.75695,4579.0,,1105.52,Consumer Non-Cyclical,-64.9315,21.1141,,,,88.1804,0.003436596651016545,103.289,0.0
1872,UV313404 Corp,103.071,103.145,103.10799999999999,3.125,07/27/2022,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.0005876865570864087,103.10799999999999,0.0
1873,UV313404 Corp,103.09100000000001,103.152,103.1215,3.125,07/27/2022,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.0003695457122296353,103.12149999999998,1.3780690462417637e-14
1874,UV313404 Corp,103.09,103.152,103.121,3.125,07/27/2022,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.0003776250027799355,103.121,0.0
1875,UV313404 Corp,103.09,103.13600000000001,103.113,3.125,07/27/2022,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.0005068936515837952,103.113,0.0
1876,UV313404 Corp,102.896,103.37100000000001,103.1335,3.125,07/27/2022,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.00017564273902370697,103.13349999999998,1.377908702332608e-14
1877,AM134490 Corp,108.015,108.514,108.2645,2.875,04/18/2025,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.01792993415069187,108.2645,0.0
1878,AM134490 Corp,108.26299999999999,108.693,108.478,2.875,04/18/2025,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.017108960146537,108.47800000000001,1.3100218214939438e-14
1879,AM134490 Corp,108.266,108.696,108.48100000000001,2.875,04/18/2025,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.017097438291850082,108.48100000000001,0.0
1880,AM134490 Corp,108.012,108.51100000000001,108.2615,2.875,04/18/2025,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.017941484191976196,108.26149999999998,1.3126415868246794e-14
1881,AM134490 Corp,108.307,108.505,108.406,2.875,04/18/2025,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.01738560157518953,108.406,0.0
1882,AM134490 Corp,108.289,108.48899999999999,108.389,2.875,04/18/2025,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.01745095247475713,108.389,0.0
1883,AQ659503 Corp,197.125,197.875,197.5,1.5,01/16/2026,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.0,109.41227691216648,44.60137877864989
1884,AQ659503 Corp,196.45,198.05,197.25,1.5,01/16/2026,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.0,109.41227691216648,44.53116506354044
1885,AQ659503 Corp,197.0,197.75,197.375,1.5,01/16/2026,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.0,109.41227691216648,44.56629415469716
1886,AQ659503 Corp,196.92,198.03,197.475,1.5,01/16/2026,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.0,109.41227691216648,44.59436540718244
1887,AQ659503 Corp,196.9,198.5,197.7,1.5,01/16/2026,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.0,109.41227691216648,44.657421895717505
1888,AQ659503 Corp,197.225,197.725,197.475,1.5,01/16/2026,33.3127,11.2096,1132.35,,139.128,Communications,-33.4465,0.626678,,,,55.5327,0.0,109.41227691216648,44.59436540718244
1889,BN990638 Corp,99.7,99.9,99.8,0.75,11/15/2026,26.361,,,,59.7583,Communications,26.361,0.376229,,,,37.4055,0.01864882504183237,99.8,0.0
1890,BN990638 Corp,99.87200000000001,100.15,100.01100000000001,0.75,11/15/2026,26.361,,,,59.7583,Communications,26.361,0.376229,,,,37.4055,0.018050014720040426,100.01099999999994,7.104645846557881e-14
1891,BN990638 Corp,99.961,100.311,100.13600000000001,0.75,11/15/2026,26.361,,,,59.7583,Communications,26.361,0.376229,,,,37.4055,0.017696113417940244,100.13599999999985,1.5610709621636776e-13
1892,BN990638 Corp,99.696,99.896,99.796,0.75,11/15/2026,26.361,,,,59.7583,Communications,26.361,0.376229,,,,37.4055,0.018660194242276853,99.796,0.0
1893,BN990638 Corp,99.705,99.905,99.805,0.75,11/15/2026,26.361,,,,59.7583,Communications,26.361,0.376229,,,,37.4055,0.018634614450859482,99.80500000000004,2.8477240048498576e-14
1894,BN990638 Corp,99.915,100.266,100.0905,0.75,11/15/2026,26.361,,,,59.7583,Communications,26.361,0.376229,,,,37.4055,0.017824861008154152,100.0905,0.0
1895,BN990638 Corp,99.82600000000001,100.105,99.9655,0.75,11/15/2026,26.361,,,,59.7583,Communications,26.361,0.376229,,,,37.4055,0.018178990447905396,99.9655,0.0
1896,ZR655211 Corp,101.13600000000001,101.18700000000001,101.1615,0.01,09/22/2026,4.78147,,,,264.057,Mortgage Assets,4.26093,,,,17.1,69.5583,0.0027806026565152966,101.1615,0.0
1897,ZR655211 Corp,100.04,100.24,100.14,0.01,09/22/2026,4.78147,,,,264.057,Mortgage Assets,4.26093,,,,17.1,69.5583,0.005598556978203565,100.13999999999999,1.4190987332935892e-14
1898,ZR655211 Corp,100.044,100.244,100.14399999999999,0.01,09/22/2026,4.78147,,,,264.057,Mortgage Assets,4.26093,,,,17.1,69.5583,0.005587444515789941,100.14399999999998,1.4190420509668083e-14
1899,ZR655211 Corp,101.005,101.105,101.055,0.01,09/22/2026,4.78147,,,,264.057,Mortgage Assets,4.26093,,,,17.1,69.5583,0.0030725504318087626,101.05500000000002,1.406249538884964e-14
1900,ZR655211 Corp,100.009,100.209,100.109,0.01,09/22/2026,4.78147,,,,264.057,Mortgage Assets,4.26093,,,,17.1,69.5583,0.005684699552566732,100.10899999851604,1.4823385437675475e-09
1901,ZR655211 Corp,101.205,101.361,101.28299999999999,0.01,09/22/2026,4.78147,,,,264.057,Mortgage Assets,4.26093,,,,17.1,69.5583,0.0024480547246719473,101.28299999999999,0.0
1902,LW921887 Corp,100.469,100.508,100.4885,0.0,07/25/2022,4.88324,,,113.811,248.351,Mortgage Assets,3.98315,,16.1,4.7,13.6,69.3049,0.0,100.018782968039,0.46743361873348366
1903,LW921887 Corp,100.441,100.488,100.4645,0.0,07/25/2022,4.88324,,,113.811,248.351,Mortgage Assets,3.98315,,16.1,4.7,13.6,69.3049,0.0,100.018782968039,0.44365624868584996
1904,LW921887 Corp,100.475,100.523,100.499,0.0,07/25/2022,4.88324,,,113.811,248.351,Mortgage Assets,3.98315,,16.1,4.7,13.6,69.3049,0.0,100.018782968039,0.47783264705219947
1905,LW921887 Corp,100.46,100.48899999999999,100.4745,0.0,07/25/2022,4.88324,,,113.811,248.351,Mortgage Assets,3.98315,,16.1,4.7,13.6,69.3049,0.0,100.018782968039,0.4535648666686581
1906,AP581764 Corp,77.524,77.524,77.524,5.25,01/15/2025,20.4038,2.0432200000000003,6335.9,,275.778,Transportation,5.1195699999999995,2.67279,,,,73.1967,0.20170193378862686,77.52399999999997,3.666182012074197e-14
1907,AP581764 Corp,77.528,77.528,77.528,5.25,01/15/2025,20.4038,2.0432200000000003,6335.9,,275.778,Transportation,5.1195699999999995,2.67279,,,,73.1967,0.20167683908264852,77.52799999999999,1.832996429058147e-14
1908,AP581764 Corp,101.88600000000001,102.417,102.1515,5.25,01/15/2025,20.4038,2.0432200000000003,6335.9,,275.778,Transportation,5.1195699999999995,2.67279,,,,73.1967,0.07662523860348754,102.1515,0.0
1909,AP581764 Corp,77.52199999999999,77.52199999999999,77.52199999999999,5.25,01/15/2025,20.4038,2.0432200000000003,6335.9,,275.778,Transportation,5.1195699999999995,2.67279,,,,73.1967,0.20171448194686778,77.52199999999996,3.66627659637316e-14
1910,AP581764 Corp,101.339,77.51899999999999,89.429,5.25,01/15/2025,20.4038,2.0432200000000003,6335.9,,275.778,Transportation,5.1195699999999995,2.67279,,,,73.1967,0.1350061941577122,89.42900000000002,1.5890655956347496e-14
1911,ZO908055 Corp,111.10700000000001,111.62700000000001,111.367,7.5,01/15/2026,20.4038,2.0432200000000003,6335.9,,275.778,Transportation,5.1195699999999995,2.67279,,,,73.1967,0.07738505506535726,111.36700000000008,6.380191041871471e-14
1912,ZO908055 Corp,111.10600000000001,111.62700000000001,111.3665,7.5,01/15/2026,20.4038,2.0432200000000003,6335.9,,275.778,Transportation,5.1195699999999995,2.67279,,,,73.1967,0.07738664135847671,111.3665,0.0
1913,ZO908055 Corp,111.109,111.624,111.3665,7.5,01/15/2026,20.4038,2.0432200000000003,6335.9,,275.778,Transportation,5.1195699999999995,2.67279,,,,73.1967,0.07738664135847671,111.3665,0.0
1914,ZO908055 Corp,111.09700000000001,111.47200000000001,111.2845,7.5,01/15/2026,20.4038,2.0432200000000003,6335.9,,275.778,Transportation,5.1195699999999995,2.67279,,,,73.1967,0.07764692502194454,111.28450000000004,3.8309525716165334e-14
1915,AW636928 Corp,105.41,105.581,105.4955,1.375,01/17/2025,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.005871945581241881,105.4955,0.0
1916,AW636928 Corp,105.41,105.624,105.51700000000001,1.375,01/17/2025,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.005787336721769107,105.51700000000001,0.0
1917,AW636928 Corp,105.445,105.62299999999999,105.534,1.375,01/17/2025,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.005720451668576668,105.534,0.0
1918,AW636928 Corp,105.359,105.62899999999999,105.494,1.375,01/17/2025,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.005877849314584979,105.494,0.0
1919,AW636928 Corp,105.354,105.619,105.4865,1.375,01/17/2025,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.005907369526710458,105.48650000000002,1.3471728339836855e-14
1920,AW636928 Corp,105.385,105.59899999999999,105.492,1.375,01/17/2025,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.005885721119299168,105.492,0.0
1921,BM059227 Corp,100.524,100.704,100.61399999999999,0.01,01/28/2026,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.004185210643103295,100.61399999999996,2.8248265082795644e-14
1922,BM059227 Corp,100.537,100.76100000000001,100.649,0.01,01/28/2026,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.0040694610622363635,100.649,0.0
1923,BM059227 Corp,100.52799999999999,100.74600000000001,100.637,0.01,01/28/2026,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.004109140590093133,100.63699999999996,4.2362713659594396e-14
1924,BM059227 Corp,100.546,100.815,100.6805,0.01,01/28/2026,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.00396533228198826,100.68049999999997,2.8229606955074726e-14
1925,BM059227 Corp,100.51100000000001,100.74600000000001,100.6285,0.01,01/28/2026,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.004137250736794148,100.62849999999997,2.82441946669224e-14
1926,BM059227 Corp,100.485,100.665,100.575,0.01,01/28/2026,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.00431425197230306,100.57499999999997,2.825921892160478e-14
1927,BM059227 Corp,100.514,100.72,100.617,0.01,01/28/2026,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.0041752871482223595,100.61699999999999,1.4123711415766723e-14
1928,ZS053223 Corp,106.806,107.291,107.0485,1.625,04/15/2026,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.009184909333900381,107.0485,0.0
1929,ZS053223 Corp,106.947,107.189,107.068,1.625,04/15/2026,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.009124024478150689,107.06799999999998,1.3272737620205856e-14
1930,ZS053223 Corp,106.816,107.27799999999999,107.04700000000001,1.625,04/15/2026,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.009189593386874802,107.04700000000003,1.3275341406300038e-14
1931,ZS053223 Corp,106.882,107.319,107.1005,1.625,04/15/2026,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.009022582029086111,107.10049999999997,2.6537419928388763e-14
1932,ZS053223 Corp,106.81299999999999,107.26100000000001,107.037,1.625,04/15/2026,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.009220822607048691,107.03699999999996,3.9829744990616336e-14
1933,ZS053223 Corp,106.82799999999999,107.21600000000001,107.022,1.625,04/15/2026,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.009267673614084813,107.022,0.0
1934,ZS053223 Corp,106.785,107.23200000000001,107.0085,1.625,04/15/2026,4.561319999999999,,,124.09200000000001,446.24699999999996,Banking,3.97886,,21.6,,16.9,81.687,0.00930984688638286,107.00850000000003,2.6560235336822785e-14
1935,EK480700 Corp,100.15700000000001,100.171,100.164,1.5,09/15/2021,32.9804,3.25677,31693.0,,125.53399999999999,Communications,-69.2511,3.8127699999999995,,,,54.934,0.02224647354655851,100.16400000000002,1.4187587072403261e-14
1936,BP266835 Corp,98.75,99.375,99.0625,5.75,05/01/2026,,,,,,Capital Goods,,,,,,,0.09620667496661663,99.0625000000176,1.775953376648084e-11
1937,BP266835 Corp,98.656,99.38600000000001,99.021,5.75,05/01/2026,,,,,,Capital Goods,,,,,,,0.096359021336738,99.02100000001764,1.781003090411699e-11
1938,BP266835 Corp,98.65700000000001,99.38600000000001,99.0215,5.75,05/01/2026,,,,,,Capital Goods,,,,,,,0.09635718528471089,99.02150000001765,1.7824292256005904e-11
1939,BP266835 Corp,98.875,99.625,99.25,5.75,05/01/2026,,,,,,Capital Goods,,,,,,,0.09551951969245152,99.25000000001708,1.7210526315035576e-11
1940,BP266835 Corp,98.65700000000001,99.395,99.02600000000001,5.75,05/01/2026,,,,,,Capital Goods,,,,,,,0.0963406614243087,99.0260000000176,1.7766079754226244e-11
1941,BP266835 Corp,98.656,99.395,99.0255,5.75,05/01/2026,,,,,,Capital Goods,,,,,,,0.09634249735477012,99.02550000001764,1.782357226803287e-11
1942,BP575347 Corp,100.9,101.5,101.2,2.7,05/25/2026,16.2356,,,,0.0,Transportation,16.2356,,,,,0.0,0.04463026516922142,101.20000000002729,2.6961305388525542e-11
1943,UV867167 Corp,101.98700000000001,102.054,102.0205,1.5,09/21/2022,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.012121662341465096,102.0205,0.0
1944,UV867167 Corp,101.361,101.427,101.39399999999999,1.5,09/21/2022,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.017193204233862405,101.394,1.4015478938795201e-14
1945,UV867167 Corp,101.838,102.038,101.938,1.5,09/21/2022,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.012788034000991398,101.93799999999999,1.3940684254352649e-14
1946,UV867167 Corp,102.015,102.071,102.04299999999999,1.5,09/21/2022,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.011940001542545795,102.04299999999999,0.0
1947,BO397409 Corp,100.756,100.87899999999999,100.8175,0.1,09/11/2025,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.00499394844384192,100.81749999999998,1.4095622997199896e-14
1948,BO397409 Corp,100.727,100.87299999999999,100.8,0.1,09/11/2025,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.005051772316285529,100.79999999999998,1.409807015397024e-14
1949,BO397409 Corp,100.71,100.917,100.8135,0.1,09/11/2025,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.005007164149461545,100.81349999999999,1.4096182272415898e-14
1950,BO397409 Corp,100.74799999999999,100.83,100.789,0.1,09/11/2025,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.0050881255997680015,100.78899999999999,1.4099608801756147e-14
1951,BO397409 Corp,100.70200000000001,100.905,100.8035,0.1,09/11/2025,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.005040206471394405,100.80349999999999,1.4097580654641955e-14
1952,BO397409 Corp,100.72399999999999,100.84700000000001,100.7855,0.1,09/11/2025,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.005099693662745319,100.7855,0.0
1953,AP115334 Corp,104.02600000000001,104.235,104.1305,1.125,09/19/2025,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.010668074032408803,104.13049999999998,1.3647158820136275e-14
1954,AP115334 Corp,104.012,104.301,104.1565,1.125,09/19/2025,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.010584485797541114,104.1565,0.0
1955,AP115334 Corp,103.944,104.305,104.1245,1.125,09/19/2025,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.010687367553785172,104.12449999999998,1.3647945214816882e-14
1956,AP115334 Corp,103.935,104.29700000000001,104.116,1.125,09/19/2025,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.010714702565321872,104.11600000000001,1.3649059429100237e-14
1957,AP115334 Corp,103.93299999999999,104.291,104.11200000000001,1.125,09/19/2025,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.010727567123840086,104.11200000000001,0.0
1958,AP115334 Corp,103.911,104.26700000000001,104.089,1.125,09/19/2025,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.01080155105368621,104.08900000000001,1.3652599905083154e-14
1959,AX394412 Corp,104.704,104.87899999999999,104.7915,1.0,03/04/2026,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.006586429980025279,104.7915,0.0
1960,AX394412 Corp,104.689,104.87700000000001,104.783,1.0,03/04/2026,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.0066134853310040875,104.783,0.0
1961,AX394412 Corp,104.50200000000001,104.92200000000001,104.712,1.0,03/04/2026,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.006839590138860083,104.712,0.0
1962,AX394412 Corp,104.682,104.87,104.776,1.0,03/04/2026,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.006635768380098794,104.77599999999997,2.7126163845159207e-14
1963,AX394412 Corp,104.646,104.928,104.787,1.0,03/04/2026,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.0066007530408673225,104.78700000000002,1.3561658140038366e-14
1964,AX394412 Corp,104.462,104.882,104.67200000000001,1.0,03/04/2026,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.006967062157173591,104.67200000000001,0.0
1965,AX394412 Corp,104.664,104.839,104.7515,1.0,03/04/2026,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.006713774505673388,104.7515,0.0
1966,JK471954 Corp,122.48100000000001,122.48100000000001,122.48100000000001,4.0,03/23/2026,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.0,122.03377587385538,0.3651375528813716
1967,JK471954 Corp,113.564,113.912,113.738,4.0,03/23/2026,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.02356509395259139,113.73800000000004,3.748313153528813e-14
1968,JK471954 Corp,122.484,122.484,122.484,4.0,03/23/2026,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.0,122.03377587385538,0.36757790906944476
1969,JK471954 Corp,113.557,114.141,113.84899999999999,4.0,03/23/2026,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.023235357651557417,113.84899999995709,3.768374810950896e-11
1970,JK471954 Corp,122.46700000000001,122.46700000000001,122.46700000000001,4.0,03/23/2026,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.0,122.03377587385538,0.35374764315663565
1971,JK471954 Corp,113.35700000000001,113.874,113.6155,4.0,03/23/2026,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.023929478548430094,113.6155,0.0
1972,JK471954 Corp,122.435,122.435,122.435,4.0,03/23/2026,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.0,122.03377587385538,0.327703782533284
1973,ZO511740 Corp,102.301,102.484,102.3925,0.75,03/24/2026,4.90456,,,,660.148,Banking,4.63743,,17.7,4.9,15.0,85.1603,0.010356246325495045,102.39249999999998,1.3878804321802871e-14
